"";"Onderwerpen";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Kenmerken gemeente";"Kenmerken gemeente";"Kenmerken gemeente";"Kenmerken gemeente"
"";"Onderwerpen";"Totaal huishoudelijk afval";"Huishoudelijk restafval";"Grof huishoudelijk restafval";"Verbouwingsrestafval";"GFT-afval";"Oud papier en karton";"Verpakkingsglas";"Textiel";"Klein chemisch afval (KCA)";"Metalen verpakkingen (blik)";"Drankenkartons";"Kunststof verpakkingen";"Overige kunststoffen";"Luiers";"Wit- en bruingoed";"Grof tuinafval";"Bruikbaar huisraad";"Vloerbedekking";"Vlakglas";"Metalen";"Houtafval (A- en B-hout)";"Houtafval (C-hout)";"Schoon puin";"Bitumenhoudende dakbedekking";"Asbesthoudend afval";"Autobanden";"Schone grond";"Overige afvalstoffen";"Gemeentecode";"Provincie";"Stedelijkheid";"Inwoners per 1 januari"
"Regio's";"Perioden";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"";"";"";"aantal"
"Harderwijk";"2002";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"0243";"Gelderland";"Matig stedelijk";"40365"
"Harderwijk";"2003";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"0243";"Gelderland";"Matig stedelijk";"40603"
"Harderwijk";"2004";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"0243";"Gelderland";"Matig stedelijk";"40559"
"Harderwijk";"2005";"674";"213";"57";"11";"127";"82";"30";"9";"2";"-";"-";"-";".";".";"5";"20";"11";"4";"1";"9";"49";".";"35";"1";"1";"0";"7";"-";"0243";"Gelderland";"Matig stedelijk";"40879"
"Harderwijk";"2006";".";"215";"45";"-";"120";"60";"20";"5";"1";"-";"-";"-";".";".";"5";".";"-";"-";"-";"3";"25";".";"46";"-";"1";"-";"17";"-";"0243";"Gelderland";"Matig stedelijk";"41388"
"Harderwijk";"2007";"569";"219";"33";"1";"117";"62";"23";"5";"1";"-";"-";"-";"-";"-";"4";"4";"1";"-";"-";"3";"26";"2";"46";"1";"1";"-";"20";"-";"0243";"Gelderland";"Matig stedelijk";"42079"
"Harderwijk";"2008";"539";"217";"33";"1";"114";"63";"19";"5";"1";"-";"-";"-";"-";"-";"5";"4";"2";"-";"-";"2";"22";"1";"37";"1";"1";"-";"13";"-";"0243";"Gelderland";"Matig stedelijk";"42333"
"Harderwijk";"2009";"525";"220";"28";"1";"115";"61";"23";"5";"1";"-";"-";"-";"-";"-";"4";"3";"2";"-";"-";"2";"15";"2";"28";"1";"1";"-";"12";"-";"0243";"Gelderland";"Matig stedelijk";"43092"
"Harderwijk";"2010";"495";"219";"20";"1";"105";"57";"18";"5";"1";"-";"-";"-";"-";"-";"5";"10";"1";"-";"-";"1";"10";"7";"23";"0";"1";"-";"11";"1";"0243";"Gelderland";"Matig stedelijk";"44010"
"Harderwijk";"2011";"506";"210";"20";"1";"113";"60";"19";"5";"1";"-";"-";"-";"-";"-";".";"9";"1";"-";"-";"2";"18";"1";"26";"1";"1";"-";"11";"-";"0243";"Gelderland";"Matig stedelijk";"44932"
"Harderwijk";"2012*";"500";"209";"18";"1";"116";"59";"19";"4";"1";"-";"-";"-";"-";"-";"4";"9";"5";"-";"-";"1";"17";"1";"24";"1";"1";"0";"10";"-";"0243";"Gelderland";"Matig stedelijk";"45429"
"Hardinxveld-Giessendam";"2002";"654";"264";"79";"-";"84";"71";"18";"1";"2";"-";"-";"-";".";".";"5";"30";"-";"-";"1";"11";"10";".";"78";"-";"1";"-";"-";"-";"0523";"Zuid-Holland";"Weinig stedelijk";"17745"
"Hardinxveld-Giessendam";"2003";"676";"273";"73";"-";"81";"69";"18";"1";"2";"-";"-";"-";".";".";"4";"23";"-";"3";"1";"11";"12";".";"41";"-";"2";"-";"-";"62";"0523";"Zuid-Holland";"Weinig stedelijk";"17841"
"Hardinxveld-Giessendam";"2004";"647";"248";"70";"-";"85";"74";"18";"1";"2";"-";"-";"-";".";".";".";"22";"-";"3";"1";"9";"10";".";"49";"-";"1";"-";"-";"49";"0523";"Zuid-Holland";"Weinig stedelijk";"17828"
"Hardinxveld-Giessendam";"2005";"673";"254";"75";"-";"84";"73";"18";"2";"2";"-";"-";"-";".";".";".";"29";"-";"0";"1";"11";"16";".";"54";"-";"2";"0";"-";"49";"0523";"Zuid-Holland";"Weinig stedelijk";"17799"
"Hardinxveld-Giessendam";"2006";"676";"265";"74";"46";"82";"71";"20";"1";"2";"-";"-";"-";".";".";".";"21";"-";"-";"1";"8";"21";".";"59";"-";"1";"0";"-";"-";"0523";"Zuid-Holland";"Weinig stedelijk";"17775"
"Hardinxveld-Giessendam";"2007";"691";"250";"71";"-";"86";"74";"19";"2";"2";"-";"-";"-";"-";"-";"4";"30";"-";"-";"1";"9";"25";"-";"72";"-";"1";"0";"-";"44";"0523";"Zuid-Holland";"Weinig stedelijk";"17693"
"Hardinxveld-Giessendam";"2008";"684";"253";"75";"-";"79";"77";"18";"1";"2";"-";"-";"-";"-";"-";"4";"22";"-";"-";"0";"9";"24";"-";"57";"-";"1";"0";"-";"61";"0523";"Zuid-Holland";"Weinig stedelijk";"17604"
"Hardinxveld-Giessendam";"2009";"639";"224";"64";"-";"81";"69";"23";"1";"2";"-";"-";"0";"-";"-";"5";"24";"-";"-";"1";"9";"18";"-";"68";"-";"1";"0";"-";"48";"0523";"Zuid-Holland";"Weinig stedelijk";"17538"
"Hardinxveld-Giessendam";"2010";"643";"217";"62";"-";"85";"68";"19";"1";"2";"-";"-";"5";"-";"-";"5";"25";"-";"-";"1";"9";"20";"-";"64";"0";"1";"0";"-";"59";"0523";"Zuid-Holland";"Weinig stedelijk";"17497"
"Hardinxveld-Giessendam";"2011";"541";"212";"37";"-";"103";"62";"16";"1";"1";"-";"-";"4";"1";"-";"3";"19";"-";"1";"0";"4";"20";"5";"48";"1";"1";"0";"-";"2";"0523";"Zuid-Holland";"Weinig stedelijk";"17535"
"Hardinxveld-Giessendam";"2012*";"573";"221";"33";"-";"98";"65";"16";"3";"1";"-";"-";"5";"2";"-";"3";"31";"-";"1";"1";"4";"25";"6";"53";"1";"1";"0";"-";"2";"0523";"Zuid-Holland";"Weinig stedelijk";"17654"
"Haren";"2002";"377";"157";".";"-";"89";"64";"40";"3";".";"-";"-";"-";".";".";"4";"2";"3";"-";"-";"-";".";".";"-";"-";"-";"-";"-";"-";"0017";"Groningen";"Weinig stedelijk";"18635"
"Haren";"2003";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"0017";"Groningen";"Weinig stedelijk";"19008"
"Haren";"2004";"419";"164";"15";"9";"89";"82";"31";"4";"0";"-";"-";"-";".";".";"7";"4";"-";"-";"0";"2";"10";".";"2";"-";"0";"0";"-";"-";"0017";"Groningen";"Weinig stedelijk";"19048"
"Haren";"2005";".";"172";"7";"-";"79";".";"16";"5";".";"-";"-";"-";".";".";".";"3";"-";"-";"0";"-";"2";".";"-";"-";"-";"-";"-";"-";"0017";"Groningen";"Weinig stedelijk";"19134"
"Haren";"2006";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"0017";"Groningen";"Weinig stedelijk";"19107"
"Haren";"2007";"379";"178";"1";"-";"80";"64";"45";"7";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0017";"Groningen";"Weinig stedelijk";"18809"
"Haren";"2008";"386";"178";"6";"-";"78";"77";"33";"5";"2";"-";"-";"-";"-";"-";".";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0017";"Groningen";"Weinig stedelijk";"18706"
"Haren";"2009";"381";"175";"5";"-";"79";"76";"33";"6";"2";"-";"-";"-";"-";"-";"3";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0017";"Groningen";"Weinig stedelijk";"18632"
"Haren";"2010";"400";"175";"8";"-";"80";"87";"33";"7";"2";"-";"-";"-";"-";"-";"5";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0017";"Groningen";"Weinig stedelijk";"18516"
"Haren";"2011";"387";"171";"7";"-";"82";"82";"30";"6";"2";"-";"-";"-";"-";"-";"5";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0017";"Groningen";"Weinig stedelijk";"18515"
"Haren";"2012*";"381";"171";"7";"-";"82";"78";"31";"5";"2";"-";"-";"-";"-";"-";"5";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0017";"Groningen";"Weinig stedelijk";"18457"
"Harenkarspel";"2002";"605";"233";"32";"-";"134";"86";"18";"3";"1";"-";"-";"-";".";".";".";"19";"-";"-";"0";"4";"23";".";"35";"-";"1";"-";"6";"4";"0395";"Noord-Holland";"Niet stedelijk";"15390"
"Harenkarspel";"2003";"622";"232";"34";"4";"125";"92";"19";"3";"2";"-";"-";"-";".";".";"2";"22";"-";"-";"1";"5";"27";".";"40";"-";"1";"-";"8";"5";"0395";"Noord-Holland";"Niet stedelijk";"15793"
"Harenkarspel";"2004";"614";"221";"29";"-";"141";"89";"16";"4";"1";"-";"-";"-";".";".";"4";"21";"-";"-";"1";"5";"26";".";"37";"-";"1";"-";"9";"9";"0395";"Noord-Holland";"Niet stedelijk";"15867"
"Harenkarspel";"2005";"598";"213";"29";"4";"134";"88";"17";"4";"1";"-";"-";"-";".";".";"2";"22";"-";"-";"1";"6";"27";".";"35";"-";"1";".";"11";"5";"0395";"Noord-Holland";"Niet stedelijk";"15794"
"Harenkarspel";"2006";"597";"216";"31";"-";"131";"84";"20";"4";"1";"-";"-";"-";".";".";"2";"21";"-";"-";"1";"5";"30";".";"36";"-";"1";"-";"8";"9";"0395";"Noord-Holland";"Niet stedelijk";"15754"
"Harenkarspel";"2007";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"0395";"Noord-Holland";"Niet stedelijk";"15910"
"Harenkarspel";"2008";".";"218";".";"-";"133";"78";"17";"5";"0";"-";"-";"-";"-";"-";".";".";"-";"-";".";".";".";".";".";"-";".";"-";".";".";"0395";"Noord-Holland";"Niet stedelijk";"15932"
"Harenkarspel";"2009";"581";"215";"22";"-";"131";"74";"18";".";"1";"-";"-";"1";"-";"-";".";"21";"-";"-";"1";"11";"25";"4";"34";"-";"0";"0";"9";"3";"0395";"Noord-Holland";"Niet stedelijk";"15968"
"Harenkarspel";"2010";"564";"206";"22";"-";"130";"74";"16";"3";"1";"-";"-";"4";"-";"-";"6";"20";"-";"-";"1";"5";"27";"4";"33";"-";"0";"1";"6";"3";"0395";"Noord-Holland";"Niet stedelijk";"16086"
"Harenkarspel";"2011";"559";"200";"22";"-";"121";"76";"16";"4";"1";"-";"-";"5";"-";"-";"6";"19";"-";"-";"1";"6";"28";"5";"35";"-";"0";"0";"9";"4";"0395";"Noord-Holland";"Niet stedelijk";"16179"
"Harenkarspel";"2012*";"555";"209";"20";"-";"125";"72";"14";"3";"1";"-";"-";"5";"-";"-";"5";"23";"-";"-";"1";"5";"24";"5";"31";"-";"0";"-";"9";"2";"0395";"Noord-Holland";"Niet stedelijk";"16194"
"Harlingen";"2002";".";"241";"17";"-";"89";"80";"22";"2";"2";"-";"1";"-";".";".";".";".";".";"-";".";".";".";".";".";"-";".";"-";"-";"-";"0072";"Friesland";"Weinig stedelijk";"15521"
"Harlingen";"2003";"512";"245";"16";"-";"92";"70";"23";"1";"1";"-";"1";"-";".";".";"4";"11";"-";"-";"-";"3";"20";".";"13";"2";"1";"0";"8";"-";"0072";"Friesland";"Weinig stedelijk";"15561"
"Harlingen";"2004";".";"257";"44";"14";"100";"79";"23";"4";"2";"-";"1";"-";".";".";"5";".";"-";"-";"-";"0";"19";".";"12";"2";"1";"0";"15";"3";"0072";"Friesland";"Weinig stedelijk";"15839"
"Harlingen";"2005";".";"226";"15";"-";"93";".";"24";".";"2";"-";"1";"-";".";".";"7";"128";"-";"-";"-";"-";"18";".";"21";"1";"1";"1";".";".";"0072";"Friesland";"Weinig stedelijk";"15959"
"Harlingen";"2006";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"0072";"Friesland";"Weinig stedelijk";"15642"
"Harlingen";"2007";"564";"231";"46";"9";"98";"62";"25";"24";"2";"-";"1";"-";"-";"-";"1";"10";"-";"-";"2";"5";"-";"28";"19";"1";"1";"-";"-";"-";"0072";"Friesland";"Weinig stedelijk";"15465"
"Harlingen";"2008";"598";"229";"41";"8";"106";"78";"25";"2";"2";"-";"1";"-";"1";"1";"7";"24";"-";"1";"1";"5";"26";"3";"20";"1";"2";"0";"13";"-";"0072";"Friesland";"Weinig stedelijk";"15567"
"Harlingen";"2009";"619";"232";"40";"10";"114";"83";"23";"3";"2";"-";"1";"-";"-";"-";"6";"28";"-";"2";"1";"5";"23";"4";"20";"1";"2";"0";"16";"2";"0072";"Friesland";"Matig stedelijk";"15689"
"Harlingen";"2010";"616";"237";"41";"8";"106";"80";"24";"3";"3";"-";"-";"-";"0";"1";"5";"38";"-";"2";"1";"5";"22";"3";"19";"2";"1";"0";"12";"2";"0072";"Friesland";"Matig stedelijk";"15809"
"Harlingen";"2011";"597";"225";"41";"8";"115";"72";"24";"2";"2";"-";"-";"-";"1";"0";"5";"25";"-";"1";"1";"5";"25";"3";"22";"2";"2";"1";"14";"2";"0072";"Friesland";"Weinig stedelijk";"15878"
"Harlingen";"2012*";"594";"227";"29";"8";"118";"77";"24";"2";"3";"-";"-";"-";"0";"0";"5";"23";"-";"-";"1";"4";"24";"3";"25";"1";"1";"1";"16";"2";"0072";"Friesland";"Matig stedelijk";"15844"
"Hattem";"2002";"429";"195";"6";"3";"84";"89";"26";"5";"1";"3";"-";"-";".";".";"3";"3";"1";"-";"0";"0";"5";".";"4";"0";"0";"0";"0";"-";"0244";"Gelderland";"Weinig stedelijk";"11689"
"Hattem";"2003";"410";"191";"9";"3";"80";"79";"24";"5";"1";"2";"-";"-";".";".";"3";"2";"0";"0";"0";"0";"4";".";"4";"0";"0";"0";"1";"-";"0244";"Gelderland";"Weinig stedelijk";"11688"
"Hattem";"2004";".";"195";".";"2";"82";"84";"22";"5";"1";"-";"-";"-";".";".";"3";".";".";"1";"0";"3";"4";".";"3";"0";"0";"-";"1";"-";"0244";"Gelderland";"Weinig stedelijk";"11782"
"Hattem";"2005";"417";"198";"8";"1";"78";"88";"22";"5";"1";"-";"-";"-";".";".";"4";"1";"-";"0";"0";"2";"4";".";"3";"-";"0";"0";"1";"-";"0244";"Gelderland";"Weinig stedelijk";"11756"
"Hattem";"2006";"396";"210";"10";"2";"71";"64";"22";"4";"1";"-";"-";"-";".";".";".";"1";"-";"0";"0";"2";"3";".";"2";"-";"0";"-";"0";"-";"0244";"Gelderland";"Weinig stedelijk";"11702"
"Hattem";"2007";"429";"201";"9";"1";"74";"96";"32";"3";"1";"-";"-";"-";"-";"-";".";"1";"-";"-";"0";"2";"2";"-";"2";"0";"0";"-";"0";"-";"0244";"Gelderland";"Weinig stedelijk";"11630"
"Hattem";"2008";"416";"197";"8";"1";"73";"96";"24";"3";"1";"-";"-";"-";"-";"-";".";"1";"-";"-";"0";"2";"3";"-";"2";"0";"-";"0";"1";"-";"0244";"Gelderland";"Weinig stedelijk";"11657"
"Hattem";"2009";"410";"183";"4";"1";"72";"104";"24";"3";"1";"2";"-";"6";"-";"-";".";"1";"0";"-";"0";"0";"2";"-";"2";"0";"0";"-";"-";"-";"0244";"Gelderland";"Weinig stedelijk";"11708"
"Hattem";"2010";"406";"171";"7";"1";"75";"99";"24";"4";"1";"2";"-";"12";"-";"-";".";"1";"0";"-";"0";"0";"2";"-";"1";".";"0";"0";"0";"-";"0244";"Gelderland";"Weinig stedelijk";"11792"
"Hattem";"2011";"407";"175";"5";"1";"77";"94";"24";"4";"1";"2";"-";"14";"-";"-";"1";"1";"0";"-";"0";"0";"2";"-";"3";"0";"0";"-";"1";"-";"0244";"Gelderland";"Weinig stedelijk";"11762"
"Hattem";"2012*";"401";"169";"4";"1";"77";"95";"27";"5";"1";"2";"-";"14";"0";"-";"1";"1";"0";"-";"0";"0";"2";"-";"2";"0";"0";"-";"0";"-";"0244";"Gelderland";"Weinig stedelijk";"11805"
"Heel";"2002";"592";"165";"35";"-";"97";"71";"25";"8";"1";"3";"-";"3";".";".";"0";"57";"7";"-";"1";"3";"26";".";"88";"1";"-";"0";"-";"-";"1937";"Limburg";"Niet stedelijk";"8317"
"Heel";"2003";"592";"159";"32";"-";"88";"69";"24";"7";"2";"2";"-";"3";".";".";"4";"72";"6";"-";"0";"4";"30";".";"88";"2";"-";"0";"-";"-";"1937";"Limburg";"Niet stedelijk";"8375"
"Heel";"2004";"609";"181";"31";"-";"99";"73";"23";"7";"2";"3";"-";"3";".";".";"4";"63";"6";"-";"0";"4";"28";".";"82";"2";"0";"0";"-";"-";"1937";"Limburg";"Niet stedelijk";"8335"
"Heel";"2005";"591";"176";"29";"-";"96";"78";"26";"6";"1";"3";"-";"4";".";".";"4";"58";"6";"-";"1";"3";"26";".";"72";"1";"0";"0";"-";"-";"1937";"Limburg";"Niet stedelijk";"8333"
"Heel";"2006";".";"182";".";"-";"93";".";"26";".";"0";"3";"-";"4";".";".";".";".";".";"-";".";".";".";".";".";".";".";".";"-";"-";"1937";"Limburg";"Niet stedelijk";"8277"
"Heel";"2007";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Heel";"2008";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Heel";"2009";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Heel";"2010";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Heel";"2011";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Heel";"2012*";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Heemskerk";"2002";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"0396";"Noord-Holland";"Sterk stedelijk";"36293"
"Heemskerk";"2003";"500";"254";"23";"11";"102";"28";"14";".";"1";"-";"-";"-";".";".";".";"11";"-";"-";"1";"5";"16";".";"22";"0";"0";"0";"4";"-";"0396";"Noord-Holland";"Sterk stedelijk";"36421"
"Heemskerk";"2004";"506";"253";"20";"13";"105";"37";"19";"3";"1";"-";"-";"-";".";".";"3";"12";"-";"-";"0";"4";"16";".";"16";"1";"0";"0";"3";"-";"0396";"Noord-Holland";"Sterk stedelijk";"36294"
"Heemskerk";"2005";"514";"251";"27";"15";"97";"40";"18";"3";"1";"-";"-";"-";".";".";".";"12";"-";"-";"0";"2";"23";".";"17";"1";"0";"0";"3";"-";"0396";"Noord-Holland";"Sterk stedelijk";"36439"
"Heemskerk";"2006";"492";"262";"21";"13";"89";"40";"18";"4";"1";"-";"-";"-";".";".";"1";"9";"-";"-";"-";"3";"17";".";"12";"1";"0";"0";"2";"-";"0396";"Noord-Holland";"Sterk stedelijk";"37423"
"Heemskerk";"2007";"493";"276";"18";"14";"92";"31";"14";"3";"1";"-";"-";"0";"-";"-";"3";"8";"-";"-";"-";"3";"15";"0";"11";"1";"0";"-";"2";"-";"0396";"Noord-Holland";"Sterk stedelijk";"38006"
"Heemskerk";"2008";"503";"279";"18";"12";"88";"41";"19";"5";"1";"-";"-";"0";"-";"-";"3";"6";"-";"-";"-";"2";"15";"-";"11";"1";"0";"0";"2";"-";"0396";"Noord-Holland";"Sterk stedelijk";"38381"
"Heemskerk";"2009";"465";"244";"18";"12";"88";"41";"18";"3";"1";"-";"-";"1";"-";"-";"3";"6";"-";"-";"-";"3";"14";"0";"10";"1";"0";"0";"2";"-";"0396";"Noord-Holland";"Sterk stedelijk";"38485"
"Heemskerk";"2010";"448";"234";"19";"14";"84";"32";"18";"4";"1";"-";"-";"4";"-";"-";"4";"6";"-";"-";"-";"3";"16";"0";"8";"1";"0";"0";"1";"-";"0396";"Noord-Holland";"Sterk stedelijk";"38848"
"Heemskerk";"2011";"506";"244";"33";"14";"86";"53";"18";"4";"1";"-";"-";"4";"-";"-";"3";".";"-";"-";"-";"3";"16";".";"8";".";"0";".";"1";"-";"0396";"Noord-Holland";"Sterk stedelijk";"39206"
"Heemskerk";"2012*";"485";"243";"32";"12";"87";"49";"20";"4";"1";"-";"-";"5";"-";"-";"3";"6";"-";"-";"-";"3";"14";"0";"7";"0";"0";"0";"0";"0";"0396";"Noord-Holland";"Sterk stedelijk";"39268"
"Heemstede";"2002";"622";"265";"70";"-";"120";"64";"35";"5";"1";"-";"-";"-";".";".";".";"30";"-";"-";"0";"5";"7";".";"14";"-";"0";"0";"3";"-";"0397";"Noord-Holland";"Matig stedelijk";"25866"
"Heemstede";"2003";".";".";"65";"-";"120";"61";"34";"4";"1";"-";"-";"-";".";".";"3";"31";"0";"-";"0";"5";"12";".";"14";"-";"1";"0";"10";"-";"0397";"Noord-Holland";"Matig stedelijk";"25760"
"Heemstede";"2004";"566";"230";"47";"-";"124";"61";"32";"6";"1";"-";"-";"-";".";".";"4";"22";"4";"-";"0";"4";"16";".";"13";"-";"1";"0";"-";"-";"0397";"Noord-Holland";"Matig stedelijk";"25660"
"Heemstede";"2005";"584";"230";"55";"-";"122";"67";"32";"5";"1";"-";"-";"-";".";".";"4";"24";"1";"-";"0";"5";"22";".";"15";"-";"1";"-";"-";"-";"0397";"Noord-Holland";"Matig stedelijk";"25644"
"Heemstede";"2006";"591";"229";"54";"-";"118";"72";"31";"5";"1";"-";"-";"-";".";".";"4";"26";"3";"-";"1";"6";"24";".";"17";"-";"1";"0";"-";"1";"0397";"Noord-Holland";"Matig stedelijk";"25650"
"Heemstede";"2007";"619";"227";"52";"-";"115";"72";"33";"5";"1";"-";"-";"-";"-";"-";"5";"30";"3";"-";"1";"7";"28";"-";"37";"-";"1";"0";"-";"-";"0397";"Noord-Holland";"Matig stedelijk";"25575"
"Heemstede";"2008";"639";"228";"48";"-";"114";"76";"35";"5";"2";"-";"-";"1";"2";"-";"6";"47";"4";"3";"-";"7";"28";"-";"33";"-";"1";"0";"-";"-";"0397";"Noord-Holland";"Matig stedelijk";"25626"
"Heemstede";"2009";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"0397";"Noord-Holland";"Sterk stedelijk";"25680"
"Heemstede";"2010";"622";"223";"41";"-";"111";"70";"39";"6";"2";"-";"-";"5";"2";"-";".";"40";"3";"2";"1";"7";"33";"-";"32";"1";"1";"0";"-";"-";"0397";"Noord-Holland";"Matig stedelijk";"26058"
"Heemstede";"2011";"577";"221";"24";"-";"116";"66";"36";"6";"1";"-";"-";"6";"2";"-";".";"26";"5";"2";"1";"5";"24";"-";"28";"1";"1";"0";"-";"-";"0397";"Noord-Holland";"Sterk stedelijk";"26297"
"Heemstede";"2012*";"565";"215";"23";"-";"116";"61";"36";"5";"1";"-";"-";"7";"2";"-";".";"29";".";"3";"1";"5";"24";"-";"21";"1";"0";"0";"-";"-";"0397";"Noord-Holland";"Sterk stedelijk";"26242"
"Heerde";"2002";"495";"190";"23";"34";"67";"89";"29";"7";"1";"3";"2";"1";".";".";"3";"41";"2";"-";"1";"0";"-";".";"-";"-";"1";"-";"-";"-";"0246";"Gelderland";"Weinig stedelijk";"17991"
"Heerde";"2003";"491";"188";"24";"35";"67";"85";"26";"6";"1";"2";"3";"2";".";".";"3";"43";"1";"-";"2";"3";"-";".";"-";"-";"0";"-";"-";"-";"0246";"Gelderland";"Weinig stedelijk";"18270"
"Heerde";"2004";"503";"183";"30";"43";"66";"95";"15";"9";"1";"3";"3";"3";".";".";"3";"46";"1";"-";"1";"-";"0";".";"0";"0";"2";"-";"-";"-";"0246";"Gelderland";"Weinig stedelijk";"18349"
"Heerde";"2005";"391";"185";"2";"2";"68";"93";"20";"5";"1";"4";".";".";".";".";"3";"2";"1";"0";"0";"-";"1";".";"0";"-";"0";"-";"-";"-";"0246";"Gelderland";"Weinig stedelijk";"18334"
"Heerde";"2006";"379";"200";"1";"0";"55";"92";"20";"4";"1";"1";"-";"-";".";".";".";"0";"-";"0";"-";"2";"1";".";"0";"-";"-";"-";"0";"-";"0246";"Gelderland";"Weinig stedelijk";"18330"
"Heerde";"2007";".";"202";"1";"0";"56";".";"22";"7";"2";"2";"-";"-";"-";"-";".";"0";"-";"-";"0";"2";"0";"-";"0";"-";"0";"-";"-";"-";"0246";"Gelderland";"Weinig stedelijk";"18013"
"Heerde";"2008";"400";"213";"1";"0";"54";"95";"24";"6";"1";"2";"-";"-";"0";"-";"3";"0";"-";"-";"-";"0";"0";"-";"0";"-";"-";"-";"0";"-";"0246";"Gelderland";"Weinig stedelijk";"18212"
"Heerde";"2009";"386";"198";"1";"0";"56";"87";"23";"4";"1";"3";"-";"6";"0";"-";".";"0";"1";"-";"-";"0";"1";"-";"0";"-";"-";"-";"-";"-";"0246";"Gelderland";"Weinig stedelijk";"18313"
"Heerde";"2010";"398";"193";"0";"0";"58";"90";"24";"5";"2";"3";"-";"15";"-";"-";".";"0";"1";"-";"-";"2";"0";"-";"0";"-";"-";"-";"0";"-";"0246";"Gelderland";"Weinig stedelijk";"18313"
